Country,State,Year,City Name,Location Name,"Number Of Monitoring Days (UOM:Number), Scaling Factor:1","Minimum Concentration Of Nitrogen Dioxide (No2) (24-Hourly Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1","Maximum Concentration Of Nitrogen Dioxide (No2) (24-Hourly Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1","Concentration Of Nitrogen Dioxide (No2) (Annual Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1"
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2015",Unnao,"IIA Building, Industrial Area, Site 10, Unnao",27.0,29.0,33.0,31.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2015",Varanasi,"Regional Office, Jawahar Nagar",91.0,31.0,35.0,33.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2015",Varanasi,Sigra,88.0,28.0,35.0,33.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2015",Dehradun,"Clock Tower, PWD Guest House",55.0,28.0,33.0,30.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2015",Dehradun,Himalaya Drug Co. Near ISBT,58.0,28.0,32.0,30.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2015",Dehradun,"Raipur Road, Near parag Diary",45.0,27.0,32.0,30.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2015",Haridwar,"SIDCUL, Haridwar",81.0,24.0,30.0,27.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2015",Rishikesh,Nagar Palika Parishad,69.0,26.0,31.0,29.0
India,West Bengal,"Calendar Year (Jan - Dec), 2015",Asansol,Asansol Municipal Corporation,104.0,39.0,76.0,55.0
India,West Bengal,"Calendar Year (Jan - Dec), 2015",Asansol,"Kangsabati Spinning Mill, Barjora",104.0,43.0,77.0,55.0
India,West Bengal,"Calendar Year (Jan - Dec), 2015",Barrackpore,Barrackpore Municiaplity,104.0,43.0,80.0,58.0
India,West Bengal,"Calendar Year (Jan - Dec), 2015",Durgapur,"Bidhannagar, PCBL Club, Muchipara",102.0,39.0,72.0,55.0
India,West Bengal,"Calendar Year (Jan - Dec), 2015",Haldia,WBIIDC Ruchi Soya Ind. Durgachak,104.0,11.0,32.0,17.0
India,West Bengal,"Calendar Year (Jan - Dec), 2015",Howrah,"CDS & Health Centre, Bator",104.0,16.0,125.0,43.0
India,West Bengal,"Calendar Year (Jan - Dec), 2015",Kolkata,"Baishnabghata, Upanagari Sporting Club",104.0,16.0,85.0,39.0
India,West Bengal,"Calendar Year (Jan - Dec), 2015",Kolkata,"Behala Chowrasta, Traffic Guard Building",105.0,18.0,113.0,46.0
India,West Bengal,"Calendar Year (Jan - Dec), 2015",Kolkata,"Cossipore Police Station, B.T. Road",64.0,5.0,344.0,108.0
India,West Bengal,"Calendar Year (Jan - Dec), 2015",Kolkata,"Dalhousie Square, Lal Bazzar Police Headqtr.",69.0,5.0,304.0,75.0
India,West Bengal,"Calendar Year (Jan - Dec), 2015",Kolkata,"Dunlop Bridge, National Sample Survey",104.0,22.0,109.0,49.0
India,West Bengal,"Calendar Year (Jan - Dec), 2015",Kolkata,"Minto Park, Inside Park AJC Bose Road",104.0,19.0,89.0,42.0
India,West Bengal,"Calendar Year (Jan - Dec), 2015",Kolkata,"Moulali, Rooftop of KMC office Building",104.0,21.0,118.0,49.0
India,West Bengal,"Calendar Year (Jan - Dec), 2015",Kolkata,"Salt Lake, Rooftop of CK Market",104.0,14.0,82.0,39.0
India,West Bengal,"Calendar Year (Jan - Dec), 2015",Raniganj,Jamuria Municipality,103.0,40.0,83.0,56.0
India,West Bengal,"Calendar Year (Jan - Dec), 2015",South Suburban,"Bauipur Police Station, Baruipur",104.0,16.0,78.0,37.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Anantapur,"Kamala Nagar, Anantapur",108.0,9.0,16.0,10.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Chitoor,GNC Toll Gate Tirumala,107.0,11.0,17.0,13.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Chitoor,"Near M/s.Nutrine Confectionery, Palamaner Road, Chittoor Dist",108.0,10.0,13.0,11.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Guntur,"Near Hindu College, Market Road",107.0,17.0,27.0,23.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Kadapa,"Near ICL, Yerraguntla, YSR Kadapa Dist",108.0,9.0,11.0,10.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Kakinada,Office Building Ramanayyapeta,106.0,11.0,42.0,21.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Kurnool,Mourya Inn,108.0,8.0,16.0,10.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Nellore,"Venkatareddy nagar, Vedayapalem",108.0,15.0,26.0,21.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Prakasam,"Near Court Center, Ongole",108.0,16.0,42.0,22.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Rajahmundry,"Top of the Staff Clud Building, Rajahmundry",107.0,9.0,36.0,18.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Srikakulam,"SAMKRG Pistons Quarters Bulding,Near IDA,Pydibhimavaram,srikakulam (dt)",100.0,11.0,43.0,22.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Vijaywada,Autonagar,106.0,16.0,31.0,24.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Vijaywada,Benz Circle,106.0,19.0,30.0,25.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Vijaywada,Police Control Room,106.0,17.0,29.0,24.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Vishakhapatnam,"CWMP, RAMKY, Parawada",103.0,9.0,57.0,16.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Vishakhapatnam,Ganapuram Area,105.0,10.0,65.0,27.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Vishakhapatnam,"INSVirabahu, Naval Area",105.0,9.0,38.0,18.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Vishakhapatnam,"Industrial Estate, Marripalem",103.0,10.0,59.0,18.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Vishakhapatnam,"Panchayat Raj office, Mindi",103.0,9.0,36.0,18.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Vishakhapatnam,"Pedagantyada, Gajuwada",105.0,9.0,64.0,16.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Vishakhapatnam,Police Barracks,105.0,9.0,102.0,31.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Vishakhapatnam,Seethammadhara,105.0,9.0,57.0,19.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Vizianagaram,"APIIC Building at IDA Bobbili Growth Center,Vizianagaram",93.0,9.0,41.0,21.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2014",Itnagar,PPC's Office compound itanagar,11.0,5.0,5.0,5.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2014",Naharlagun,"APSPCB, Office compound Nharlagun",11.0,5.0,5.0,5.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Bongaigaon,Barpara Office Building,101.0,9.0,19.0,14.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Bongaigaon,"Oil India Ltd. PS6, Chirang",103.0,7.0,17.0,13.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Daranga,"BATAD, Baska",66.0,8.0,21.0,13.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Dibrugarh,Dibrugarh Office Building,92.0,8.0,23.0,14.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Golaghat,Golaghat Office Building,83.0,11.0,20.0,14.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Guwahati,"Boragaon, IASST, Kamrup",69.0,7.0,15.0,12.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Guwahati,"Guwahati University, Kamrup",205.0,8.0,20.0,14.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Guwahati,"Head Office, Bamunimaidam",230.0,8.0,19.0,13.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Guwahati,"ITI Building, Gopinath Nagar",252.0,8.0,26.0,15.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Guwahati,"Khanapara, Central Dairy, Kamrup",241.0,7.0,28.0,15.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Guwahati,"Near Pragjyotish College, Santipur",257.0,7.0,22.0,13.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Lakhimpur,"Bazar Patti, North Lakhimpur Town",97.0,8.0,18.0,14.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Margherita,Coal India Office,85.0,14.0,39.0,24.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Nagaon,"Water Resources Div., Christian Patty",79.0,9.0,17.0,13.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Nalbari,PWD Rural Div Office Complex,103.0,8.0,26.0,15.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Sibsagar,Sibasagar Office Building,105.0,6.0,19.0,13.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Sibsagar,"Usha Lodge, near ONGCL Colony",104.0,7.0,14.0,11.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Silchar,Janiganj Govt. Boys HS School campus,90.0,9.0,21.0,14.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Silchar,"RLO, Ithkola Market, Ghaniwala Road",91.0,7.0,23.0,14.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Tezpur,Tezpur Office Building,103.0,9.0,18.0,13.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Tinsukia,"Digboi Carbon factory Campus, Borguri",80.0,5.0,18.0,12.0
India,Assam,"Calendar Year (Jan - Dec), 2014",Tinsukia,"Shreepuria, Borguri",82.0,5.0,23.0,14.0
India,Bihar,"Calendar Year (Jan - Dec), 2014",Patna,"Beltron Bhawan, Shastri Nagar",80.0,9.0,58.0,28.0
India,Bihar,"Calendar Year (Jan - Dec), 2014",Patna,"Gandhi Maidan, Auto Exhaust Test Centre",76.0,16.0,88.0,36.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2014",Chandigarh,Kaimbwala Village,144.0,5.0,47.0,19.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2014",Chandigarh,"Modern Foods, Industrial Area",147.0,5.0,58.0,26.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2014",Chandigarh,"Punjab Engineering College, Sector 12",142.0,5.0,40.0,20.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2014",Chandigarh,Sector17 C,148.0,5.0,50.0,21.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2014",Chandigarh,"Sector39, IMTECH",148.0,5.0,46.0,21.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2014",Bhillai,M.P. Laghu Udyog Nigam,98.0,28.0,34.0,31.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2014",Bhillai,"R.O., 5/32 Banglow Office Building",84.0,13.0,39.0,15.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2014",Bhillai,"Visak Hostel, Sector4",83.0,13.0,56.0,22.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2014",Bilaspur,"Regional Office, CECB Vyapar Vihar",64.0,18.0,23.0,21.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2014",Korba,"HIG 21,22.Near Ghantaghar, MP Extension",75.0,14.0,22.0,19.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2014",Korba,"I.T.I., Rampur",50.0,16.0,22.0,20.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2014",Korba,"Pragati Nagar NTPC Colony, Jamnipali",76.0,13.0,20.0,18.0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2014",Raipur,"M/S Wool Worth India, Sarora",34.0,35.0,48.0,41.0
India,Delhi,"Calendar Year (Jan - Dec), 2014",Delhi,"ITO, BSZ Marg",363.0,25.0,162.0,66.0
India,Delhi,"Calendar Year (Jan - Dec), 2014",Delhi,Janakpuri,76.0,24.0,92.0,43.0
India,Delhi,"Calendar Year (Jan - Dec), 2014",Delhi,"Mayapuri Industrial Area, Delhi",96.0,17.0,209.0,94.0
India,Delhi,"Calendar Year (Jan - Dec), 2014",Delhi,"N.Y. School, Sarojini Nagar, Delhi",90.0,11.0,185.0,84.0
India,Delhi,"Calendar Year (Jan - Dec), 2014",Delhi,Nizamuddin,77.0,26.0,67.0,40.0
India,Delhi,"Calendar Year (Jan - Dec), 2014",Delhi,Pritampura,76.0,31.0,82.0,40.0
India,Delhi,"Calendar Year (Jan - Dec), 2014",Delhi,Shahadra,74.0,45.0,71.0,57.0
India,Delhi,"Calendar Year (Jan - Dec), 2014",Delhi,Shahzada Bagh,76.0,47.0,71.0,59.0
India,Delhi,"Calendar Year (Jan - Dec), 2014",Delhi,Siri Fort,74.0,20.0,57.0,39.0
India,Delhi,"Calendar Year (Jan - Dec), 2014",Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",90.0,24.0,175.0,95.0
India,Goa,"Calendar Year (Jan - Dec), 2014",Amona,"Amona, Bicholim",105.0,9.0,15.0,10.0
India,Goa,"Calendar Year (Jan - Dec), 2014",Assanora,"Assanora Junction, Bardez Taluka",105.0,8.0,13.0,10.0
India,Goa,"Calendar Year (Jan - Dec), 2014",Bicholim,Bicholim Taluk,105.0,9.0,12.0,10.0
India,Goa,"Calendar Year (Jan - Dec), 2014",Codli,"Codli Tisk, Ponda",105.0,9.0,13.0,10.0
India,Goa,"Calendar Year (Jan - Dec), 2014",Curchorem,"Curchorem, Sanvordem, Quepem",105.0,8.0,14.0,10.0
India,Goa,"Calendar Year (Jan - Dec), 2014",Honda,"Honda Junction, Sattari",105.0,9.0,14.0,10.0
India,Goa,"Calendar Year (Jan - Dec), 2014",Kundaim,Kundaim Industrial Estate,105.0,8.0,14.0,10.0
India,Goa,"Calendar Year (Jan - Dec), 2014",Mapusa,Mapusa town,104.0,9.0,27.0,11.0
India,Goa,"Calendar Year (Jan - Dec), 2014",Margao,Margao Town,105.0,9.0,13.0,10.0
India,Goa,"Calendar Year (Jan - Dec), 2014",Marmagao,"Fire Brigade Station, Port Trust",25.0,5.0,13.0,7.0
India,Goa,"Calendar Year (Jan - Dec), 2014",Panaji,"Old GSPCB premises, Patto",41.0,5.0,15.0,7.0
India,Goa,"Calendar Year (Jan - Dec), 2014",Ponda,Ponda Town,105.0,9.0,13.0,10.0
India,Goa,"Calendar Year (Jan - Dec), 2014",Sanguem,"Near Railway Station at Kalem, Sanguem",105.0,7.0,14.0,10.0
India,Goa,"Calendar Year (Jan - Dec), 2014",Tilamol,"Quepem, Tilamol",105.0,8.0,15.0,10.0
India,Goa,"Calendar Year (Jan - Dec), 2014",Usgao,"Usgao Plae, Junction, Ponda",105.0,8.0,14.0,10.0
India,Goa,"Calendar Year (Jan - Dec), 2014",Vasco,"Fuse Call Office, Mormugao",42.0,5.0,14.0,8.0
India,Goa,"Calendar Year (Jan - Dec), 2014",cuncolim,cuncolim,47.0,9.0,13.0,9.0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",Ahmedabad,Cadilla Bridge Narol,68.0,14.0,24.0,20.0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",Ahmedabad,L.D. Engg. College,68.0,17.0,22.0,20.0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",Ahmedabad,"Naroda, G.I.D.C.",68.0,17.0,23.0,20.0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",Ahmedabad,"Naroda, G.I.D.C., Ahmadabad",66.0,13.0,25.0,21.0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",Ahmedabad,"R.C. Technical High School, Mirzapur",64.0,15.0,23.0,19.0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",Ahmedabad,"Shardaben Hospital, Saraspur",68.0,12.0,22.0,19.0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",Anklesvar,"Durga Traders, Bhavanafarm Society",101.0,15.0,26.0,21.0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",Anklesvar,Rallis India Ltd.,103.0,14.0,26.0,22.0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",Jamnagar,Fisheries Office,67.0,13.0,25.0,21.0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",Rajkot,GPCB Regional Offce,51.0,12.0,24.0,18.0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",Rajkot,Nr. Sardhara Industrial Corporation,66.0,12.0,23.0,19.0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",Surat,"B.R.C. High School, Udhna",68.0,14.0,25.0,20.0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",Surat,Near Air India Office,68.0,14.0,23.0,20.0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",Surat,S.V.R. Engg. College,68.0,12.0,24.0,19.0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",Vadodara,CETP Nandesari,67.0,18.0,25.0,22.0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",Vadodara,Dandia Bazaar,67.0,17.0,26.0,21.0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",Vadodara,"GPCB Office, Geri Vasahat",66.0,16.0,22.0,19.0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",Vapi,"GEB, IIIrd Phase, GIDC",65.0,15.0,26.0,20.0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",Vapi,"Vapi Nagar Palika, Vapi",64.0,14.0,24.0,20.0
India,Haryana,"Calendar Year (Jan - Dec), 2014",Faridabad,Haryana RO SPCB Sector16A,113.0,12.0,36.0,22.0
India,Haryana,"Calendar Year (Jan - Dec), 2014",Faridabad,"M/s Escorts Research centre,Mathura Road",80.0,15.0,45.0,29.0
India,Haryana,"Calendar Year (Jan - Dec), 2014",Yamuna Nagar,Ballarpur Industries,33.0,11.0,33.0,19.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Baddi,AHC barotiwala,68.0,11.0,42.0,23.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Baddi,Housing Board,143.0,13.0,54.0,24.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Baddi,Industry Department Office Building,61.0,10.0,41.0,24.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Damtal,Old Road,124.0,5.0,24.0,14.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Damtal,Regional Office,146.0,5.0,17.0,9.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Dharamshala,Kotwali Bazar Dharamshala,97.0,5.0,40.0,11.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Kala Amb,Kala Amb Industrial Area,155.0,12.0,18.0,15.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Kala Amb,Kala Amb Town/Trilokpur,154.0,11.0,255.0,15.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Manali,"HPSPCB, Hadimba Road, Manali, Kullu",96.0,5.0,27.0,9.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Manali,"Nehru Park, Manali, District Kullu",113.0,4.5,26.0,13.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Nalagarh,Municipal Council,121.0,12.0,79.0,25.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Paonta Sahib,Gondhpur Industrial Area,119.0,11.0,16.0,15.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Paonta Sahib,Paonta Sahib,105.0,11.0,28.0,14.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Parwanoo,Asst. Commissioner Building Sector I,146.0,8.0,24.0,13.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Parwanoo,"Regional Office, Sector 4",148.0,6.0,35.0,12.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Shimla,"Bus Stand, Winterfield",118.0,8.0,20.0,12.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Shimla,Tekka Bench Ridge,120.0,5.0,15.0,10.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",152.0,4.5,23.0,10.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Sunder Nagar,"Muncipal Council, NH21, Mandi",102.0,5.0,28.0,14.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Una,"DIC Building, Mehatpur, Una",93.0,4.5,14.0,6.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Una,"Regional Office, Una",106.0,4.5,13.0,5.0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2014",Jammu,Bari Brahamana Industrial Area,56.731357882843944397800,6.846888020343234668700,21.518790921078737530200,13.693776040686469337400
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2014",Jammu,"M.A. Stadium, Jewel Chowk",55.753231022794910873700,4.401570870220650858450,22.496917781127771054300,12.715649180637435813300
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2014",Jammu,"Regional Office, Jammu",64.556372763236212590600,4.401570870220650858450,20.540664061029704006100,11.737522320588402289200
India,Jharkhand,"Calendar Year (Jan - Dec), 2014",Dhanbad,"CGM Office, Kusunda",58.0,30.0,50.0,37.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2014",Dhanbad,"EMTI, Bastacola",43.0,32.0,43.0,37.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2014",Dhanbad,R.O. Dhanbad,61.0,31.0,41.0,35.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2014",Jharia,M.A.D.A.,48.0,30.0,45.0,37.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2014",Ranchi,"Albert Ekka Chowk, Main Road",25.0,31.0,39.0,34.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2014",Sindri,BIT / PDIL,66.0,30.0,41.0,36.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Bangalore,"AMCO Batteries, Mysore Road",111.0,20.0,83.0,33.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Bangalore,"Graphite India, White Field Road",99.0,21.0,68.0,33.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Bangalore,"Jnanabharathi, Bangalore University",94.0,7.0,44.0,16.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Bangalore,"KHB Industrial Area, Yelahanka",101.0,15.0,53.0,30.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Bangalore,Peenya Industrial Area,112.0,14.0,70.0,32.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Bangalore,Victoria hospital,94.0,20.0,63.0,31.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Bangalore,Yeshwanthpura police station,95.0,21.0,76.0,32.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Belgaum,Karnataka SPCB Office Building,84.0,5.0,29.0,9.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Bidar,"KSPCB Office Premises, Bidar",24.0,12.0,15.0,14.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Bijapur,"KSPCB Office Premises, Bijapur",8.0,8.0,27.0,16.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Chitradurga,"KSPCB Office Premises, Chitradurga",105.0,5.0,9.0,5.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Devanagere,"HPF Intakewell, Kumarapattnam",100.0,5.0,13.0,6.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Devanagere,"Mothi Theatre, Gandhi Circle, P.B. Road",94.0,5.0,13.0,9.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Devanagere,"Regional Office building, KSPCB",102.0,5.0,13.0,6.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Gulbarga / Kalaburgi,Government Hospital,78.0,5.0,26.0,12.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Hassan,KSRTC bus stand building,110.0,18.0,20.0,19.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",HubliDharwad,"Lakkamanahalli Industrial Area, Dharwad",103.0,10.0,27.0,18.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",HubliDharwad,"Rani Chennamma Circle, Hubli",103.0,10.0,26.0,18.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Kolar,"KSPCB Office Premises, Kolar",104.0,10.0,18.0,12.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Mandya,"KSPCB Building, Bandigowda Badarahe",102.0,19.0,27.0,22.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Mangalore,Baikampady Industrial Area,97.0,5.0,11.0,7.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Mysore,"K.R.Circle, Visvesvaraya Bldg",102.0,19.0,33.0,23.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Mysore,KSPCB Bldg. Hebbal Ind. Area,105.0,20.0,29.0,23.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Raichur,"KSPCB Office Premises, Raichur",93.0,7.0,24.0,13.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Shimaga,"The VISL, Oxygen Plant, Shimoga",104.0,5.0,12.0,8.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Timukuru,KSPCB Office Premises,24.0,17.0,58.0,34.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Alappuzha,"DC Mills, Pathirappally",120.0,4.5,5.0,4.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Alappuzha,"District Office, Alissery Road",121.0,4.5,12.0,4.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Kochi,"Eloor I, FACT, Ambalamughal",119.0,5.0,29.0,11.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Kochi,Eloor II,119.0,5.0,34.0,11.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Kochi,Ernakulum South,113.0,5.0,32.0,8.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Kochi,Irumpanam,108.0,5.0,11.0,5.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Kochi,KALAMASSERY / CSIR Complex,115.0,5.0,27.0,8.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Kochi,MG Road Bank Ernakulum,101.0,5.0,27.0,8.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Kochi,VYTTILA,110.0,5.0,31.0,9.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Kollam,KMML Chavara,120.0,6.0,16.0,11.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Kollam,"KSPCB, District Office, Kadappakada",120.0,6.0,14.0,10.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Kottayam,Kottayam,120.0,17.0,28.0,22.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Kottayam,Vadavathoor,120.0,17.0,25.0,21.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Kozhikode,Kozhikode City,120.0,8.0,36.0,22.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Kozhikode,Nallalam,120.0,7.0,32.0,16.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Malapuram,"Kakkanchery, Sijmak oils",120.0,5.0,18.0,8.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Palakkad,SEPR Refractories India Ltd.,118.0,5.0,18.0,6.0
